chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
64,1,8,15,2,1,0,"(0, 1, 4, 3, 2)",62.296147000000005,10,5,0,10
16,16,64,16,1,0,0,"(0, 1, 2, 3, 4)",66.97431,10,5,0,10
2,1,64,19,2,1,1,"(1, 0, 4, 3, 2)",76.19736950000001,10,5,0,10
4,8,16,17,2,0,0,"(1, 0, 3, 2, 4)",75.174188,10,5,0,10
4,16,16,16,0,0,1,"(1, 0, 4, 3, 2)",107.543294,10,5,0,10
4,4,64,12,0,1,1,"(4, 0, 1, 3, 2)",110.774353,10,5,0,10
32,1,8,10,0,0,0,"(1, 0, 2, 3, 4)",114.8254765,10,5,0,10
4,2,4,10,0,0,0,"(1, 0, 3, 4, 2)",119.6743555,10,5,0,10
16,16,4,10,0,0,0,"(0, 1, 4, 3, 2)",150.641098,10,5,0,10
32,16,1,12,0,1,1,"(1, 0, 4, 3, 2)",157.139679,10,5,0,10
2,8,8,5,2,1,0,"(0, 1, 3, 2, 4)",171.0645605,10,5,0,10
32,16,64,8,1,1,0,"(0, 4, 1, 3, 2)",195.2100915,10,5,0,10
32,1,1,5,1,0,1,"(1, 0, 3, 2, 4)",201.515859,10,5,0,10
32,4,2,5,0,1,0,"(1, 0, 3, 4, 2)",269.1193165,10,5,0,10
2,16,8,12,0,0,1,"(1, 4, 0, 3, 2)",347.730869,10,5,0,10
4,1,8,2,1,1,0,"(0, 1, 3, 4, 2)",358.22226049999995,10,5,0,10
4,16,8,3,0,1,0,"(1, 0, 3, 2, 4)",378.527489,10,5,0,10
2,1,16,17,1,1,1,"(1, 4, 0, 3, 2)",74.45367350000001,10,5,0,10
2,1,2,17,0,1,1,"(1, 0, 4, 3, 2)",73.5272175,10,5,0,10
8,4,1,7,0,0,0,"(1, 0, 2, 3, 4)",115.4735355,10,5,0,10
2,16,64,16,0,0,1,"(0, 1, 4, 3, 2)",96.5566995,10,5,0,10
2,8,4,13,1,0,1,"(1, 0, 4, 3, 2)",104.2233815,10,5,0,10
64,16,2,15,2,1,0,"(0, 1, 3, 4, 2)",114.1597605,10,5,0,10
8,2,8,15,2,1,0,"(0, 1, 4, 3, 2)",63.1341005,10,5,0,10
32,2,32,6,1,1,0,"(0, 1, 4, 3, 2)",152.5649175,10,5,0,10
64,4,1,6,2,0,0,"(1, 4, 0, 3, 2)",215.6439985,10,5,0,10
8,2,16,20,0,1,0,"(1, 0, 4, 3, 2)",68.04710399999999,10,5,0,10
64,1,8,4,1,0,0,"(4, 1, 0, 3, 2)",292.6422985,10,5,0,10
32,1,8,4,2,1,0,"(1, 0, 2, 3, 4)",174.7107545,10,5,0,10
16,8,4,4,0,0,1,"(0, 1, 4, 3, 2)",279.649432,10,5,0,10
