chunk_size,unroll_factor,omp_chunk_size,omp_num_threads,omp_scheduling_type,omp_monotonic,omp_dynamic,permutation,compute_time,iterations,repeats,wait_between_repeats,wait_after_run
128,16,2,62,0,0,0,"(0, 1, 2, 3, 4)",27.8603025,10,5,0,10
8,4,8,20,2,1,1,"(0, 1, 3, 2, 4)",28.7433875,10,5,0,10
64,32,4,80,0,0,0,"(0, 1, 2, 3, 4)",30.75211,10,5,0,10
256,64,2,22,1,1,1,"(1, 0, 2, 4, 3)",28.3055005,10,5,0,10
32,8,4,122,2,1,0,"(0, 1, 4, 3, 2)",24.70729,10,5,0,10
32,2,1,68,2,0,0,"(0, 1, 3, 2, 4)",29.8284075,10,5,0,10
128,32,1,20,0,0,0,"(1, 0, 3, 2, 4)",35.5846795,10,5,0,10
64,8,16,52,0,0,1,"(1, 0, 3, 2, 4)",29.393107,10,5,0,10
256,8,2,64,0,1,0,"(0, 3, 1, 4, 2)",34.6243105,10,5,0,10
32,16,1,116,2,1,0,"(0, 1, 3, 4, 2)",30.1231545,10,5,0,10
128,8,1,40,1,0,0,"(0, 1, 2, 3, 4)",27.6774655,10,5,0,10
32,8,2,32,0,0,0,"(0, 1, 2, 3, 4)",31.838957,10,5,0,10
16,2,4,18,1,0,0,"(1, 0, 2, 4, 3)",40.3305515,10,5,0,10
128,8,1,108,0,1,1,"(0, 1, 2, 3, 4)",26.7930495,10,5,0,10
8,2,2,116,0,0,0,"(3, 0, 1, 2, 4)",39.374253,10,5,0,10
128,8,16,12,0,0,1,"(0, 1, 4, 3, 2)",53.6069085,10,5,0,10
4,2,1,86,0,0,0,"(1, 0, 2, 3, 4)",49.818217,10,5,0,10
32,8,64,60,0,0,0,"(0, 1, 3, 2, 4)",54.3929855,10,5,0,10
128,2,256,20,1,0,0,"(0, 1, 4, 2, 3)",58.769371,10,5,0,10
16,8,128,92,2,0,0,"(0, 1, 2, 3, 4)",51.1503425,10,5,0,10
32,16,1,94,2,0,0,"(1, 0, 2, 3, 4)",64.2519675,10,5,0,10
256,64,8,106,1,1,0,"(1, 0, 4, 2, 3)",59.978273,10,5,0,10
64,8,32,16,2,0,0,"(1, 0, 2, 3, 4)",61.4504965,10,5,0,10
256,2,32,42,2,1,1,"(0, 1, 3, 2, 4)",71.825953,10,5,0,10
32,4,2,80,0,1,0,"(3, 1, 0, 2, 4)",66.431532,10,5,0,10
128,64,16,42,2,1,0,"(0, 1, 3, 4, 2)",75.507057,10,5,0,10
256,64,16,2,1,1,0,"(1, 0, 2, 4, 3)",75.8499325,10,5,0,10
128,16,32,36,0,0,0,"(0, 1, 4, 3, 2)",86.683637,10,5,0,10
256,32,2,4,0,1,1,"(1, 0, 3, 2, 4)",92.4423195,10,5,0,10
64,32,64,80,1,0,1,"(0, 1, 2, 3, 4)",95.650206,10,5,0,10
256,32,32,10,2,0,1,"(0, 1, 2, 3, 4)",137.97193049999998,10,5,0,10
256,8,256,118,1,1,1,"(1, 0, 4, 2, 3)",128.7390015,10,5,0,10
128,16,1,24,0,1,1,"(3, 1, 0, 2, 4)",199.9900025,10,5,0,10
128,32,16,40,2,1,0,"(3, 1, 0, 2, 4)",197.272538,10,5,0,10
256,2,32,104,2,1,1,"(1, 0, 3, 2, 4)",220.6142535,10,5,0,10
64,32,1,60,1,1,1,"(3, 1, 0, 4, 2)",222.827946,10,5,0,10
256,8,256,108,2,0,1,"(1, 0, 4, 3, 2)",393.087027,10,5,0,10
64,32,4,68,2,1,1,"(0, 3, 1, 4, 2)",24.2025625,10,5,0,10
128,2,128,90,2,1,0,"(1, 3, 0, 2, 4)",450.3104565,10,5,0,10
4,2,4,74,2,1,1,"(0, 1, 4, 2, 3)",28.996019,10,5,0,10
256,64,4,102,1,0,1,"(0, 1, 2, 4, 3)",23.144374,10,5,0,10
32,8,32,18,2,0,0,"(0, 1, 3, 2, 4)",30.5508355,10,5,0,10
256,32,16,34,2,1,1,"(0, 1, 2, 4, 3)",35.259803500000004,10,5,0,10
16,8,8,12,1,1,1,"(0, 1, 3, 4, 2)",36.023344,10,5,0,10
256,2,2,12,0,1,0,"(1, 0, 3, 2, 4)",37.132282,10,5,0,10
256,32,4,38,0,0,1,"(0, 1, 4, 2, 3)",31.782831,10,5,0,10
32,16,8,28,2,0,1,"(0, 3, 1, 2, 4)",23.2457855,10,5,0,10
128,4,4,104,0,1,1,"(0, 1, 2, 3, 4)",29.5115695,10,5,0,10
